feature_id,family,target,fold,system,name,ensemble,threshold,acc,prec,rec,f1,tn,fp,fn,tp,roc_auc,pr_auc,train_time,infer_time
LiWP_n2_minDf1_SPARSE,LiWP,S7,4,single,LinearSVC,-,-0.46403016448020934,0.9571754853444995,0.9776518391787853,0.9743179880647911,0.9759820666097353,915.0,209.0,241.0,9143.0,0.9820640986550895,0.9973330069704789,0.0,0.003673076629638672
LiWP_n2_minDf1_SPARSE,LiWP,S7,4,single,KNN,-,0.6000000238418579,0.8631518842786449,0.987843811394892,0.85731031543052,0.9179598356914651,1025.0,99.0,1339.0,8045.0,0.9621958649234101,0.9923445724483063,0.0,14.846630573272705
LiWP_n2_minDf1_SPARSE,LiWP,S7,4,single,DT,-,0.9717124700546265,0.8200418728587743,0.9892908449784511,0.8072250639386189,0.8890323337832287,1042.0,82.0,1809.0,7575.0,0.8681271673143961,0.9710479196147515,0.0,0.0022449493408203125
LiWP_n2_minDf1_SPARSE,LiWP,S7,4,single,RF,-,0.5225291967391966,0.8744765892653217,0.9920683343502136,0.8663682864450127,0.9249672905170943,1059.0,65.0,1254.0,8130.0,0.9743816043359941,0.9956537916629004,0.0,0.04461097717285156
LiWP_n2_minDf1_SPARSE,LiWP,S7,4,within_feature,LR+LinearSVC+KNN+DT+RF,All_Hard,,0.9125428245146555,0.9911802251363584,0.9101662404092071,0.9489472807066274,1048.0,76.0,843.0,8541.0,,,0.0,14.899128198623657
LiWP_n2_minDf1_SPARSE,LiWP,S7,4,within_feature,LR+LinearSVC+KNN+DT+RF,All_Soft,0.355039021372795,0.9787780738484964,0.9917337627482555,0.9844416027280477,0.9880742285683727,1047.0,77.0,146.0,9238.0,0.9867434498942699,0.9966714176778382,0.0,14.926806926727295
LiWP_n2_minDf1_SPARSE,LiWP,S7,4,within_feature,LR+LinearSVC+KNN+DT+RF,All_WeightedSoft,0.3563901409506798,0.9774457556147697,0.9919328815747015,0.9827365728900256,0.9873133129918099,1049.0,75.0,162.0,9222.0,0.9869563890077151,0.9967070393526837,0.0,14.926833152770996
LiWP_n2_minDf1_SPARSE,LiWP,S7,4,within_feature,RF+KNN,Best2_Hard,,0.9174914350970689,0.9868526351892077,0.9198635976129582,0.9521813468644862,1009.0,115.0,752.0,8632.0,,,0.0,14.891300678253174
LiWP_n2_minDf1_SPARSE,LiWP,S7,4,within_feature,RF+KNN,Best2_Soft,0.3660790607333183,0.8937952036543586,0.9917915774446824,0.8884271099744245,0.9372681281618886,1055.0,69.0,1047.0,8337.0,0.9758022097126023,0.9958231790564465,0.0,14.903847217559814
LiWP_n2_minDf1_SPARSE,LiWP,S7,4,within_feature,RF+KNN,Best2_WeightedSoft,0.36761329993605607,0.8937952036543586,0.9919086149452642,0.8883205456095482,0.9372610748819429,1056.0,68.0,1048.0,8336.0,0.9758122593769056,0.9958249478936949,0.0,14.904104948043823
LiWP_n2_minDf1_SPARSE,LiWP,S7,4,within_feature,LR+DT,Fast2_Hard,,0.9722116482679863,0.973245887986675,0.9962702472293266,0.984623486045287,867.0,257.0,35.0,9349.0,,,0.0,0.004178047180175781
LiWP_n2_minDf1_SPARSE,LiWP,S7,4,within_feature,LR+DT,Fast2_Soft,0.3416792944073675,0.9798248953178531,0.9895388556789069,0.9878516624040921,0.9886945392491467,1026.0,98.0,114.0,9270.0,0.97881326927336,0.994637579629302,0.0,0.03155112266540527
LiWP_n2_minDf1_SPARSE,LiWP,S7,4,within_feature,LR+DT,Fast2_WeightedSoft,0.3444936983287333,0.9798248953178531,0.9895388556789069,0.9878516624040921,0.9886945392491467,1026.0,98.0,114.0,9270.0,0.9794169127886339,0.9947144122342861,0.0,0.030179738998413086
LiWP_n2_minDf1_SPARSE,LiWP,S8,0,single,LR,-,0.35909301042556774,0.9012219959266803,0.8241206030150754,0.9773539928486293,0.8942202835332607,950.0,175.0,19.0,820.0,0.982783737253344,0.9646522197092996,0.0,0.0002834796905517578
LiWP_n2_minDf1_SPARSE,LiWP,S8,0,single,LinearSVC,-,-0.3882509469985962,0.9302443991853361,0.8734042553191489,0.9785458879618594,0.9229904440697021,1006.0,119.0,18.0,821.0,0.9827720831677924,0.9664599984773236,0.0,0.0003814697265625
LiWP_n2_minDf1_SPARSE,LiWP,S8,0,single,KNN,-,0.800000011920929,0.9460285132382892,0.9113355780022446,0.9678188319427891,0.9387283236994219,1046.0,79.0,27.0,812.0,0.9721393192954576,0.9419851398025167,0.0,3.449223279953003
LiWP_n2_minDf1_SPARSE,LiWP,S8,0,single,DT,-,0.875295877456665,0.9389002036659878,0.9080590238365494,0.9535160905840286,0.9302325581395349,1044.0,81.0,39.0,800.0,0.941481128327374,0.8875789184304705,0.0,0.00041604042053222656
LiWP_n2_minDf1_SPARSE,LiWP,S8,0,single,RF,-,0.7036857247352605,0.9613034623217923,0.9601930036188179,0.9487485101311085,0.9544364508393285,1092.0,33.0,43.0,796.0,0.9904892067275858,0.9799303095039699,0.0,0.023628711700439453
LiWP_n2_minDf1_SPARSE,LiWP,S8,0,within_feature,LR+LinearSVC+KNN+DT+RF,All_Hard,,0.955193482688391,0.9242937853107345,0.9749702026221693,0.9489559164733179,1058.0,67.0,21.0,818.0,,,0.0,3.473973274230957
LiWP_n2_minDf1_SPARSE,LiWP,S8,0,within_feature,LR+LinearSVC+KNN+DT+RF,All_Soft,0.3705268144607545,0.9638492871690427,0.9434180138568129,0.9737783075089392,0.9583577712609971,1076.0,49.0,22.0,817.0,0.9917976426963316,0.9890285041899101,0.0,3.5048024654388428
LiWP_n2_minDf1_SPARSE,LiWP,S8,0,within_feature,LR+LinearSVC+KNN+DT+RF,All_WeightedSoft,0.3692811608314517,0.9623217922606925,0.9401611047180668,0.9737783075089392,0.9566744730679156,1073.0,52.0,22.0,817.0,0.9918506158124751,0.9890850883794294,0.0,3.5056493282318115
LiWP_n2_minDf1_SPARSE,LiWP,S8,0,within_feature,RF+KNN,Best2_Hard,,0.9475560081466395,0.9052863436123348,0.9797377830750894,0.9410417859187178,1039.0,86.0,17.0,822.0,,,0.0,3.472883701324463
LiWP_n2_minDf1_SPARSE,LiWP,S8,0,within_feature,RF+KNN,Best2_Soft,0.40632137060165413,0.9557026476578412,0.9351851851851852,0.9630512514898689,0.9489136817381092,1069.0,56.0,31.0,808.0,0.989661236922262,0.9792523779040913,0.0,3.4853172302246094
LiWP_n2_minDf1_SPARSE,LiWP,S8,0,within_feature,RF+KNN,Best2_WeightedSoft,0.40544466972351073,0.955193482688391,0.9341040462427745,0.9630512514898689,0.9483568075117371,1068.0,57.0,31.0,808.0,0.9897142100384055,0.9793049429473423,0.0,3.485478162765503
LiWP_n2_minDf1_SPARSE,LiWP,S8,0,within_feature,LR+LinearSVC,Fast2_Hard,,0.8971486761710794,0.8162859980139027,0.9797377830750894,0.8905742145178764,940.0,185.0,17.0,822.0,,,0.0,0.0006954669952392578
LiWP_n2_minDf1_SPARSE,LiWP,S8,0,within_feature,LR+LinearSVC,Fast2_Soft,0.28536148071289064,0.9164969450101833,0.8490175801447777,0.9785458879618594,0.9091915836101883,979.0,146.0,18.0,821.0,0.9839872864521256,0.9686521063960016,0.0,0.031679630279541016
LiWP_n2_minDf1_SPARSE,LiWP,S8,0,within_feature,LR+LinearSVC,Fast2_WeightedSoft,0.285551929473877,0.9164969450101833,0.8490175801447777,0.9785458879618594,0.9091915836101883,979.0,146.0,18.0,821.0,0.9839936432260628,0.9686534886871123,0.0,0.03168535232543945
LiWP_n2_minDf1_SPARSE,LiWP,S8,1,single,LR,-,0.3536754846572876,0.9012219959266803,0.824773413897281,0.9761620977353993,0.8941048034934498,951.0,174.0,20.0,819.0,0.9813322738710104,0.9611708101397858,0.0,0.0003323554992675781
LiWP_n2_minDf1_SPARSE,LiWP,S8,1,single,LinearSVC,-,-0.39904780387878386,0.9368635437881874,0.8856526429341963,0.9785458879618594,0.9297848244620611,1019.0,106.0,18.0,821.0,0.9828631969275593,0.9673433006909392,0.0,0.00034880638122558594
LiWP_n2_minDf1_SPARSE,LiWP,S8,1,single,KNN,-,0.6000000238418579,0.9226069246435845,0.861198738170347,0.9761620977353993,0.9150837988826815,993.0,132.0,20.0,819.0,0.9738651834194145,0.9461066143439071,0.0,3.411468744277954
LiWP_n2_minDf1_SPARSE,LiWP,S8,1,single,DT,-,0.8139442443847679,0.9455193482688391,0.9206896551724137,0.9547079856972587,0.9373902867173786,1056.0,69.0,38.0,801.0,0.9473616739504702,0.9012957045092042,0.0,0.0004410743713378906
LiWP_n2_minDf1_SPARSE,LiWP,S8,1,single,RF,-,0.6680000185966498,0.9643584521384929,0.9660606060606061,0.9499404052443385,0.9579326923076923,1097.0,28.0,42.0,797.0,0.9874501390544298,0.9705239668185732,0.0,0.035022735595703125
LiWP_n2_minDf1_SPARSE,LiWP,S8,1,within_feature,LR+LinearSVC+KNN+DT+RF,All_Hard,,0.9521384928716904,0.9162011173184358,0.9773539928486293,0.9457900807381776,1050.0,75.0,19.0,820.0,,,0.0,3.4476547241210938
LiWP_n2_minDf1_SPARSE,LiWP,S8,1,within_feature,LR+LinearSVC+KNN+DT+RF,All_Soft,0.36288586854934696,0.9669042769857433,0.9468822170900693,0.9773539928486293,0.9618768328445748,1079.0,46.0,19.0,820.0,0.9915868096940803,0.9868534579124347,0.0,3.478875160217285
LiWP_n2_minDf1_SPARSE,LiWP,S8,1,within_feature,LR+LinearSVC+KNN+DT+RF,All_WeightedSoft,0.3622937619686127,0.9663951120162932,0.9468208092485549,0.9761620977353993,0.9612676056338029,1079.0,46.0,20.0,819.0,0.9915719772215601,0.9868218992122376,0.0,3.4795126914978027
LiWP_n2_minDf1_SPARSE,LiWP,S8,1,within_feature,RF+LinearSVC,Best2_Hard,,0.9358452138492872,0.882921589688507,0.9797377830750894,0.9288135593220339,1016.0,109.0,17.0,822.0,,,0.0,0.035402774810791016
LiWP_n2_minDf1_SPARSE,LiWP,S8,1,within_feature,RF+LinearSVC,Best2_Soft,0.36022770404815674,0.9658859470468432,0.9477958236658933,0.9737783075089392,0.9606114050558495,1080.0,45.0,22.0,817.0,0.9907455966097205,0.9857728858358854,0.0,0.06673669815063477
LiWP_n2_minDf1_SPARSE,LiWP,S8,1,within_feature,RF+LinearSVC,Best2_WeightedSoft,0.36095921993255636,0.9658859470468432,0.9477958236658933,0.9737783075089392,0.9606114050558495,1080.0,45.0,22.0,817.0,0.9907710237054694,0.985800806227919,0.0,0.06661796569824219
LiWP_n2_minDf1_SPARSE,LiWP,S8,1,within_feature,LR+LinearSVC,Fast2_Hard,,0.8986761710794298,0.8187250996015937,0.9797377830750894,0.8920238741182854,943.0,182.0,17.0,822.0,,,0.0,0.0007116794586181641
LiWP_n2_minDf1_SPARSE,LiWP,S8,1,within_feature,LR+LinearSVC,Fast2_Soft,0.27947251796722417,0.9185336048879837,0.8525441329179647,0.9785458879618594,0.9112097669256382,983.0,142.0,18.0,821.0,0.984082638061184,0.970778845541337,0.0,0.030785560607910156
LiWP_n2_minDf1_SPARSE,LiWP,S8,1,within_feature,LR+LinearSVC,Fast2_WeightedSoft,0.2798171043395996,0.9195519348268839,0.854318418314256,0.9785458879618594,0.9122222222222223,985.0,140.0,18.0,821.0,0.9840858164481525,0.970792749520859,0.0,0.03117203712463379
LiWP_n2_minDf1_SPARSE,LiWP,S8,2,single,LR,-,0.3511570155620576,0.8996945010183299,0.821,0.9785458879618594,0.8928765633496466,946.0,179.0,18.0,821.0,0.9807840021189247,0.9691566758844239,0.0,0.0002956390380859375
LiWP_n2_minDf1_SPARSE,LiWP,S8,2,single,LinearSVC,-,-0.403661572933197,0.9332993890020367,0.8782051282051282,0.9797377830750894,0.9261971830985916,1011.0,114.0,17.0,822.0,0.9837197722156006,0.9778985941016372,0.0,0.0004668235778808594
LiWP_n2_minDf1_SPARSE,LiWP,S8,2,single,KNN,-,0.800000011920929,0.9434826883910387,0.9117647058823529,0.9606674612634089,0.9355774811375508,1047.0,78.0,33.0,806.0,0.9709781485895908,0.9389005719621785,0.0,3.457514524459839
LiWP_n2_minDf1_SPARSE,LiWP,S8,2,single,DT,-,0.7762892246246338,0.9363543788187373,0.8975501113585747,0.9606674612634089,0.9280368451352907,1033.0,92.0,33.0,806.0,0.9425586015097338,0.8848884552788164,0.0,0.000457763671875
LiWP_n2_minDf1_SPARSE,LiWP,S8,2,single,RF,-,0.6788006424903871,0.9557026476578412,0.9497607655502392,0.9463647199046484,0.9480597014925373,1083.0,42.0,45.0,794.0,0.9889392133492252,0.9777801352555309,0.0,0.023569822311401367
LiWP_n2_minDf1_SPARSE,LiWP,S8,2,within_feature,LR+LinearSVC+KNN+DT+RF,All_Hard,,0.9567209775967414,0.927437641723356,0.9749702026221693,0.9506101104009297,1061.0,64.0,21.0,818.0,,,0.0,3.482348918914795
LiWP_n2_minDf1_SPARSE,LiWP,S8,2,within_feature,LR+LinearSVC+KNN+DT+RF,All_Soft,0.3693025946617128,0.9623217922606925,0.939150401836969,0.9749702026221693,0.9567251461988304,1072.0,53.0,21.0,818.0,0.9911370679380215,0.9857089684519706,0.0,3.5133960247039795
LiWP_n2_minDf1_SPARSE,LiWP,S8,2,within_feature,LR+LinearSVC+KNN+DT+RF,All_WeightedSoft,0.3689537048339845,0.9623217922606925,0.939150401836969,0.9749702026221693,0.9567251461988304,1072.0,53.0,21.0,818.0,0.9911402463249901,0.9857005072146525,0.0,3.5135574340820312
LiWP_n2_minDf1_SPARSE,LiWP,S8,2,within_feature,RF+KNN,Best2_Hard,,0.9439918533604889,0.9027624309392265,0.9737783075089392,0.9369266055045872,1037.0,88.0,22.0,817.0,,,0.0,3.481142044067383
LiWP_n2_minDf1_SPARSE,LiWP,S8,2,within_feature,RF+KNN,Best2_Soft,0.3883911609649661,0.955193482688391,0.9371362048894063,0.9594755661501788,0.9481743227326266,1071.0,54.0,34.0,805.0,0.9881112435439013,0.9770874172172959,0.0,3.4943318367004395
LiWP_n2_minDf1_SPARSE,LiWP,S8,2,within_feature,RF+KNN,Best2_WeightedSoft,0.38833343982696533,0.955193482688391,0.9371362048894063,0.9594755661501788,0.9481743227326266,1071.0,54.0,34.0,805.0,0.9881366706396504,0.977114215711922,0.0,3.494354486465454
LiWP_n2_minDf1_SPARSE,LiWP,S8,2,within_feature,LR+DT,Fast2_Hard,,0.8844195519348269,0.7919847328244275,0.9892729439809297,0.8797032326444091,907.0,218.0,9.0,830.0,,,0.0,0.0007832050323486328
LiWP_n2_minDf1_SPARSE,LiWP,S8,2,within_feature,LR+DT,Fast2_Soft,0.3770589232444763,0.9404276985743381,0.9047085201793722,0.9618593563766389,0.9324090121317158,1040.0,85.0,32.0,807.0,0.9884216660045029,0.9824699351640684,0.0,0.03159761428833008
LiWP_n2_minDf1_SPARSE,LiWP,S8,2,within_feature,LR+DT,Fast2_WeightedSoft,0.3761083781719208,0.9404276985743381,0.9038031319910514,0.9630512514898689,0.9324870167339873,1039.0,86.0,31.0,808.0,0.9884269633161171,0.9824649214800609,0.0,0.03011798858642578
LiWP_n2_minDf1_SPARSE,LiWP,S8,3,single,LR,-,0.360925354808569,0.8986761710794298,0.8193612774451098,0.9785458879618594,0.8919065725149375,944.0,181.0,18.0,821.0,0.9816204476228314,0.9704113664514294,0.0,0.0002732276916503906
LiWP_n2_minDf1_SPARSE,LiWP,S8,3,single,LinearSVC,-,-0.383317619562149,0.9368635437881874,0.8839957035445757,0.9809296781883194,0.9299435028248587,1017.0,108.0,16.0,823.0,0.9832636736856046,0.9772788024525437,0.0,0.0004601478576660156
LiWP_n2_minDf1_SPARSE,LiWP,S8,3,single,KNN,-,0.800000011920929,0.945010183299389,0.9120631341600902,0.964243146603099,0.9374275782155272,1047.0,78.0,30.0,809.0,0.9746544828499536,0.9482177735566062,0.0,3.469163656234741
LiWP_n2_minDf1_SPARSE,LiWP,S8,3,single,DT,-,0.8789013028144836,0.9292260692464358,0.8950338600451467,0.9451728247914184,0.9194202898550725,1032.0,93.0,46.0,793.0,0.9339573566415045,0.8761582866542917,0.0,0.00044155120849609375
LiWP_n2_minDf1_SPARSE,LiWP,S8,3,single,RF,-,0.6674914643168454,0.960285132382892,0.9578820697954272,0.9487485101311085,0.9532934131736527,1090.0,35.0,43.0,796.0,0.9904595417825452,0.9832737341319959,0.0,0.035986900329589844
LiWP_n2_minDf1_SPARSE,LiWP,S8,3,within_feature,LR+LinearSVC+KNN+DT+RF,All_Hard,,0.9526476578411406,0.9172259507829977,0.9773539928486293,0.9463358338141951,1051.0,74.0,19.0,820.0,,,0.0,3.5063674449920654
LiWP_n2_minDf1_SPARSE,LiWP,S8,3,within_feature,LR+LinearSVC+KNN+DT+RF,All_Soft,0.3743558041751386,0.9638492871690427,0.9434180138568129,0.9737783075089392,0.9583577712609971,1076.0,49.0,22.0,817.0,0.9897316911667329,0.9845076782571661,0.0,3.5381357669830322
LiWP_n2_minDf1_SPARSE,LiWP,S8,3,within_feature,LR+LinearSVC+KNN+DT+RF,All_WeightedSoft,0.37710078433156013,0.9638492871690427,0.9444444444444444,0.9725864123957092,0.9583088667058133,1077.0,48.0,23.0,816.0,0.9898069129916568,0.9845775921467604,0.0,3.538346529006958
LiWP_n2_minDf1_SPARSE,LiWP,S8,3,within_feature,RF+LinearSVC,Best2_Hard,,0.9348268839103869,0.87940234791889,0.9821215733015495,0.9279279279279279,1012.0,113.0,15.0,824.0,,,0.0,0.036475181579589844
LiWP_n2_minDf1_SPARSE,LiWP,S8,3,within_feature,RF+LinearSVC,Best2_Soft,0.3683375403285028,0.9669042769857433,0.95,0.9737783075089392,0.9617422012948793,1082.0,43.0,22.0,817.0,0.9903959740431731,0.9846122477508009,0.0,0.06742739677429199
LiWP_n2_minDf1_SPARSE,LiWP,S8,3,within_feature,RF+LinearSVC,Best2_WeightedSoft,0.3684872373938561,0.9669042769857433,0.95,0.9737783075089392,0.9617422012948793,1082.0,43.0,22.0,817.0,0.9904118659780161,0.9846634557008636,0.0,0.06681489944458008
LiWP_n2_minDf1_SPARSE,LiWP,S8,3,within_feature,LR+DT,Fast2_Hard,,0.8839103869653768,0.7923444976076555,0.9868891537544696,0.8789808917197452,908.0,217.0,11.0,828.0,,,0.0,0.000743865966796875
LiWP_n2_minDf1_SPARSE,LiWP,S8,3,within_feature,LR+DT,Fast2_Soft,0.37585609480738646,0.9394093686354379,0.9090909090909091,0.9535160905840286,0.9307737056428156,1045.0,80.0,39.0,800.0,0.9842044762283142,0.9759126214150798,0.0,0.029921293258666992
LiWP_n2_minDf1_SPARSE,LiWP,S8,3,within_feature,LR+DT,Fast2_WeightedSoft,0.370489463210106,0.9455193482688391,0.9112359550561798,0.966626936829559,0.9381145170618855,1046.0,79.0,28.0,811.0,0.9843623361144219,0.9759301132271456,0.0,0.030076265335083008
LiWP_n2_minDf1_SPARSE,LiWP,S8,4,single,LR,-,0.3558314561843873,0.9077941925624045,0.835030549898167,0.9773539928486293,0.900604063701263,962.0,162.0,19.0,820.0,0.9818432170139846,0.9686464013008945,0.0,0.00032782554626464844
LiWP_n2_minDf1_SPARSE,LiWP,S8,4,single,LinearSVC,-,-0.3972870111465454,0.9312277126846663,0.8736730360934183,0.9809296781883194,0.9241998877035373,1005.0,119.0,16.0,823.0,0.9849544450052808,0.9781334503615065,0.0,0.0003933906555175781
LiWP_n2_minDf1_SPARSE,LiWP,S8,4,single,KNN,-,0.800000011920929,0.9485481406011207,0.9251152073732719,0.9570917759237187,0.9408318687756297,1059.0,65.0,36.0,803.0,0.9722767741634466,0.9421692961197303,0.0,3.3923556804656982
LiWP_n2_minDf1_SPARSE,LiWP,S8,4,single,DT,-,0.8688802719116211,0.9434538970962812,0.9155251141552512,0.9558998808104887,0.9352769679300291,1050.0,74.0,37.0,802.0,0.9463795655733186,0.8970717754598118,0.0,0.00043964385986328125
LiWP_n2_minDf1_SPARSE,LiWP,S8,4,single,RF,-,0.6709765553474428,0.9612837493632196,0.9646772228989038,0.9439809296781884,0.9542168674698795,1095.0,29.0,47.0,792.0,0.990900135307666,0.9816145405818211,0.0,0.024585723876953125
LiWP_n2_minDf1_SPARSE,LiWP,S8,4,within_feature,LR+LinearSVC+KNN+DT+RF,All_Hard,,0.9653591441670912,0.9425947187141217,0.9785458879618594,0.960233918128655,1074.0,50.0,18.0,821.0,,,0.0,3.4181363582611084
LiWP_n2_minDf1_SPARSE,LiWP,S8,4,within_feature,LR+LinearSVC+KNN+DT+RF,All_Soft,0.37435033321380634,0.9684156902699949,0.9575971731448764,0.9690107270560191,0.9632701421800948,1088.0,36.0,26.0,813.0,0.9904950606339524,0.9805325515929254,0.0,3.4470739364624023
LiWP_n2_minDf1_SPARSE,LiWP,S8,4,within_feature,LR+LinearSVC+KNN+DT+RF,All_WeightedSoft,0.3740144491195682,0.9684156902699949,0.9575971731448764,0.9690107270560191,0.9632701421800948,1088.0,36.0,26.0,813.0,0.9906011011244534,0.9806076387884554,0.0,3.4473156929016113
LiWP_n2_minDf1_SPARSE,LiWP,S8,4,within_feature,RF+KNN,Best2_Hard,,0.9541518084564442,0.9184357541899442,0.9797377830750894,0.9480968858131488,1051.0,73.0,17.0,822.0,,,0.0,3.416978359222412
LiWP_n2_minDf1_SPARSE,LiWP,S8,4,within_feature,RF+KNN,Best2_Soft,0.4033790707588196,0.9592460519612838,0.9501779359430605,0.9547079856972587,0.9524375743162902,1082.0,42.0,38.0,801.0,0.9895396358145394,0.980224011282677,0.0,3.428551435470581
LiWP_n2_minDf1_SPARSE,LiWP,S8,4,within_feature,RF+KNN,Best2_WeightedSoft,0.40601134300231934,0.9592460519612838,0.9501779359430605,0.9547079856972587,0.9524375743162902,1082.0,42.0,38.0,801.0,0.9896043205137449,0.9802975584705182,0.0,3.4286997318267822
LiWP_n2_minDf1_SPARSE,LiWP,S8,4,within_feature,LR+LinearSVC,Fast2_Hard,,0.9042282221090168,0.8264794383149449,0.9821215733015495,0.8976034858387799,951.0,173.0,15.0,824.0,,,0.0,0.0007572174072265625
LiWP_n2_minDf1_SPARSE,LiWP,S8,4,within_feature,LR+LinearSVC,Fast2_Soft,0.28383057117462157,0.9251146204788588,0.8649789029535865,0.9773539928486293,0.9177392277560157,996.0,128.0,19.0,820.0,0.9845949677424828,0.9761541221148589,0.0,0.02999281883239746
LiWP_n2_minDf1_SPARSE,LiWP,S8,4,within_feature,LR+LinearSVC,Fast2_WeightedSoft,0.28438284397125246,0.9256240448293428,0.8658922914466737,0.9773539928486293,0.9182530795072789,997.0,127.0,19.0,820.0,0.984606632196438,0.9761945315519023,0.0,0.03039717674255371
LiWP_n3_minDf1_SPARSE,LiWP,S1,0,single,LR,-,0.320529043674469,0.9346128822381262,0.9280117531831538,0.9722934838378656,0.9496366825357053,978.0,147.0,54.0,1895.0,0.948516048115843,0.9310176872526634,0.0,0.0009477138519287109
LiWP_n3_minDf1_SPARSE,LiWP,S1,0,single,LinearSVC,-,-0.48924731463193893,0.950227716330514,0.9498997995991983,0.9728065674704977,0.9612167300380228,1025.0,100.0,53.0,1896.0,0.9537485890200104,0.9509244049371932,0.0,0.0018267631530761719
LiWP_n3_minDf1_SPARSE,LiWP,S1,0,single,KNN,-,0.800000011920929,0.3789850357839948,0.5934579439252337,0.06516162134427912,0.11742949607027277,1038.0,87.0,1822.0,127.0,0.860551393877202,0.8469965141748661,0.0,10.440742015838623
LiWP_n3_minDf1_SPARSE,LiWP,S1,0,single,DT,-,0.3803431987762451,0.4664931685100846,0.8159509202453987,0.2047203694202155,0.3273174733388023,1035.0,90.0,1550.0,399.0,0.5490302719343254,0.6729964295474031,0.0,0.001485586166381836
LiWP_n3_minDf1_SPARSE,LiWP,S1,0,single,RF,-,0.5578084141016006,0.41607026675341574,0.7769784172661871,0.11082606464853771,0.19398293668612482,1063.0,62.0,1733.0,216.0,0.8211458867795451,0.8356109395989721,0.0,0.08809709548950195
LiWP_n3_minDf1_SPARSE,LiWP,S1,0,within_feature,LR+LinearSVC+KNN+DT+RF,All_Hard,,0.45966167859466495,0.8333333333333334,0.18471010774756286,0.3023939521209576,1053.0,72.0,1589.0,360.0,,,0.0,10.533135890960693
LiWP_n3_minDf1_SPARSE,LiWP,S1,0,within_feature,LR+LinearSVC+KNN+DT+RF,All_Soft,0.33116504549980164,0.45998698763825635,0.8337182448036952,0.18522319138019497,0.30310663308144414,1053.0,72.0,1588.0,361.0,0.9009990308420273,0.8884508008674001,0.0,10.563106298446655
LiWP_n3_minDf1_SPARSE,LiWP,S1,0,within_feature,LR+LinearSVC+KNN+DT+RF,All_WeightedSoft,0.3311799466609955,0.455757970071568,0.8333333333333334,0.17701385325808106,0.2920016927634363,1056.0,69.0,1604.0,345.0,0.9016320620261101,0.8887646815227643,0.0,10.563355207443237
LiWP_n3_minDf1_SPARSE,LiWP,S1,0,within_feature,RF+LinearSVC,Best2_Hard,,0.9469746258945999,0.9442786069651742,0.9738327347357619,0.9588279868653701,1013.0,112.0,51.0,1898.0,,,0.0,0.08995628356933594
LiWP_n3_minDf1_SPARSE,LiWP,S1,0,within_feature,RF+LinearSVC,Best2_Soft,0.32864002138376236,0.433636955107352,0.8229813664596274,0.13596716264751155,0.23337736679876706,1068.0,57.0,1684.0,265.0,0.9192246736218004,0.9022594093309565,0.0,0.11920619010925293
LiWP_n3_minDf1_SPARSE,LiWP,S1,0,within_feature,RF+LinearSVC,Best2_WeightedSoft,0.32863540202379227,0.43331164606376055,0.8204334365325078,0.13596716264751155,0.23327464788732394,1067.0,58.0,1684.0,265.0,0.91922330539878,0.9022539549906337,0.0,0.11935830116271973
LiWP_n3_minDf1_SPARSE,LiWP,S1,0,within_feature,LR+DT,Fast2_Hard,,0.9342875731945348,0.9110588235294118,0.9933299127757824,0.9504172803141875,936.0,189.0,13.0,1936.0,,,0.0,0.0024864673614501953
LiWP_n3_minDf1_SPARSE,LiWP,S1,0,within_feature,LR+DT,Fast2_Soft,0.3616007789969444,0.466818477553676,0.8176229508196722,0.2047203694202155,0.32745178498153465,1036.0,89.0,1550.0,399.0,0.9139465252836212,0.9024885207602305,0.0,0.031826019287109375
LiWP_n3_minDf1_SPARSE,LiWP,S1,0,within_feature,LR+DT,Fast2_WeightedSoft,0.36093919724226,0.4671437865972674,0.8193018480492813,0.2047203694202155,0.3275862068965517,1037.0,88.0,1550.0,399.0,0.9139351234251183,0.9024515925450222,0.0,0.03186678886413574
LiWP_n3_minDf1_SPARSE,LiWP,S1,1,single,LR,-,0.30650242418050766,0.9339622641509434,0.9275220372184133,0.9717804002052335,0.9491355549987471,977.0,148.0,55.0,1894.0,0.9604610911578587,0.9494450304994475,0.0,0.0009555816650390625
LiWP_n3_minDf1_SPARSE,LiWP,S1,1,single,LinearSVC,-,-0.501696765422821,0.9469746258945999,0.9482931726907631,0.9692149820420729,0.9586399391017508,1022.0,103.0,60.0,1889.0,0.9519480075252266,0.9500084605919513,0.0,0.0018880367279052734
LiWP_n3_minDf1_SPARSE,LiWP,S1,1,single,KNN,-,0.6000000238418579,0.7618737800910865,0.9136641740312712,0.689584402257568,0.7859649122807018,998.0,127.0,605.0,1344.0,0.9035753947893506,0.891076948498345,0.0,10.468247413635254
LiWP_n3_minDf1_SPARSE,LiWP,S1,1,single,DT,-,0.10639552026987076,0.5250487963565387,0.8665667166416792,0.2965623396613648,0.4418960244648318,1036.0,89.0,1371.0,578.0,0.6010751952568268,0.7053224995569707,0.0,0.0015714168548583984
LiWP_n3_minDf1_SPARSE,LiWP,S1,1,single,RF,-,0.5600000023841858,0.5435914118412492,0.9278996865203761,0.30374551051821447,0.45767298028604564,1079.0,46.0,1357.0,592.0,0.8750794139444729,0.8909857432905645,0.0,0.056420087814331055
