feature_id,family,system,name,ensemble,avg_f1,worst_f1,std_f1,avg_roc_auc,worst_roc_auc,std_roc_auc,avg_pr_auc,worst_pr_auc,std_pr_auc,avg_prec,avg_rec,avg_acc,worst_acc,std_acc,train_time,infer_time
LiWP_n2_minDf1_SPARSE,LiWP,within_feature,LR+LinearSVC+KNN+DT+RF,All_Soft,0.6530524559202172,0.19679228695721,0.3064058250716639,0.9285119604630412,0.8094977268503403,0.06790560625138867,0.9458878855887793,0.8472257873563647,0.04954053759572621,0.9285350185663491,0.5802392741748915,0.692240274144739,0.24370294978511806,0.27463965487704417,0.0,6.759347647428513
LiWP_n2_minDf1_SPARSE,LiWP,within_feature,LR+LinearSVC+KNN+DT+RF,All_WeightedSoft,0.6506332127768752,0.19717608345334187,0.3069335202011559,0.9288151989961791,0.8107001667788456,0.0676221595167903,0.9460631671556897,0.8478807453985849,0.049330046774343425,0.9276801806374593,0.578394527195685,0.6907960124720145,0.24389952772473378,0.2751821071229839,0.0,6.759711462259292
STACKING,STACK,stacking,LR_meta(LiWP:RF | SkipGram:RF | OpPhrase:RF | LiWP:RF | LiWP:LinearSVC | LiWP:LinearSVC),OOF_STACK_k6,0.644113972374701,0.4057537179452784,0.3370923045447911,0.9560858086393955,0.9302048911944177,0.03660114445734589,0.9387729712902251,0.912316845332249,0.037414612137620554,0.8910765657054927,0.5678052367455682,0.7147154392941204,0.5207282624643753,0.2743392963990933,0.0,0.13596022129058838
STACKING,STACK,stacking,LR_meta(LiWP:RF | SkipGram:RF | OpPhrase:RF | LiWP:RF | OpPhrase:RF | LiWP:LinearSVC),OOF_STACK_k6,0.6431946727687969,0.17577962582739007,0.30356977616656605,0.9324260940711679,0.8101724439885687,0.06688198102934802,0.9494098633281571,0.8614330333195848,0.044389129683413374,0.9359183102639653,0.5604018174587783,0.6748108102837294,0.23326455688470182,0.2937513456093958,0.0,0.18905484428008396
LiWP_n3_minDf1_SPARSE,LiWP,within_feature,RF+LinearSVC,Best2_Soft,0.6428475859475071,0.18271313899932667,0.30968593855494714,0.9316900727920243,0.7983821631390363,0.07230758043045678,0.9479394303044127,0.8578953265301881,0.04702205314174131,0.9309707845291941,0.5676370398018968,0.6903953754835686,0.23662569833812216,0.2734265888844248,0.0,0.08738446235656738
LiWP_n3_minDf1_SPARSE,LiWP,within_feature,RF+LinearSVC,Best2_WeightedSoft,0.642794921980639,0.18271788973269149,0.30975680466000743,0.9316954929749639,0.7983585767181732,0.07224938623627478,0.9479520187089802,0.8581020771175943,0.04697115292535975,0.9309700469509343,0.567581543234874,0.6903865503290247,0.23665378033756052,0.2734704331891824,0.0,0.0876593366265297
LiWP_n3_minDf1_SPARSE,LiWP,within_feature,LR+DT,Fast2_WeightedSoft,0.6426429724585488,0.2771640429857177,0.3048056293436248,0.913924381371003,0.6774272773905727,0.10456008351470428,0.9375394889506194,0.7694262205214668,0.07320383652809273,0.9076151291974139,0.5758284962618873,0.6789629963182141,0.2928458769879076,0.2722772925493121,0.0,0.03308952450752258
LiWP_n3_minDf1_SPARSE,LiWP,within_feature,LR+DT,Fast2_Soft,0.6420398430861408,0.27700308429396625,0.3034253818661497,0.9138678706712409,0.677540295929595,0.10447996891640461,0.9375607255207353,0.769696622419206,0.0731103971307754,0.907566095878021,0.5745700410014736,0.6784162198000315,0.29276162704604536,0.2713871368267772,0.0,0.032953619956970215
LiWP_n2_minDf1_SPARSE,LiWP,within_feature,RF+LinearSVC,Best2_Soft,0.6151401635336756,0.18575068997185534,0.3261725007391255,0.9216433988077565,0.7671175696112689,0.08223866264875856,0.9410807840235622,0.822807047540031,0.05802606578656114,0.9225423586975926,0.54197604777205,0.666881117741263,0.23814214602552947,0.28970034845973497,0.0,0.06190663725137711
LiWP_n2_minDf1_SPARSE,LiWP,within_feature,RF+LinearSVC,Best2_WeightedSoft,0.6146425018087764,0.18450207873099767,0.3271207279913981,0.9217604501396901,0.7685864220556664,0.08186968640945842,0.9411655100402669,0.8235446563297253,0.05783350545911579,0.9217335203580709,0.5417340739890631,0.6667330315424034,0.2374680755067823,0.29010478485836044,0.0,0.06233675976594289
LiWP_n3_minDf1_SPARSE,LiWP,single,DT,-,0.6109819797344588,0.11502216289290138,0.3197320847294317,0.7437141670357105,0.5486568877267921,0.17102248268742348,0.8230729383143187,0.6713063304628766,0.10652032335115484,0.8890144305546027,0.5476735385690368,0.6507693636691851,0.20447097689274588,0.2735876891124311,0.0,0.002435290813446045
LiWP_n2_minDf1_SPARSE,LiWP,single,DT,-,0.6064794481199325,0.12930414290926293,0.3226626297567568,0.7398905594022898,0.5369077796584758,0.1752335088143986,0.8218070628692613,0.6635085906056843,0.10422743014695905,0.8904714700037695,0.5401998589117543,0.6473134609233822,0.2106205956246896,0.28502514533230355,0.0,0.0008267462253570557
LiWP_n2_minDf1_SPARSE,LiWP,single,RF,-,0.6033921574097886,0.12949915660551645,0.3253929066019928,0.9107324109765691,0.7530099975913883,0.0887643871182554,0.9378034346220265,0.8365291796347932,0.052585541997968915,0.9228179681997489,0.5203621825993322,0.6519256574066463,0.21090222404624423,0.2875958820286383,0.0,0.030943083763122558
STACKING,STACK,stacking,LR_meta(LiWP:RF | SkipGram:RF | OpPhrase:RF | LiWP:RF | LiWP:LinearSVC | OpPhrase:RF),OOF_STACK_k6,0.5998632053711924,0.19409660107334525,0.3128132275012148,0.9273648501675761,0.7925281159098067,0.07019991225672255,0.9433836711948725,0.8826128865757324,0.04402697150284843,0.9188561790336885,0.514096991261518,0.6483850649368957,0.2409435551811289,0.274148267052769,0.0,0.1876159963153657
LiWP_n3_minDf1_SPARSE,LiWP,single,RF,-,0.5933101764690758,0.12860175774699273,0.3249414595099893,0.9104887318961898,0.7587837752670985,0.08374476713767424,0.9381201849339773,0.8519228014904995,0.04917718583723581,0.9286489811495809,0.5069832812617958,0.6440721547431301,0.21022786959210035,0.28942316858175227,0.0,0.05539870858192444
STACKING,STACK,stacking,LR_meta(LiWP:RF | SkipGram:RF | OpPhrase:RF | OpPhrase:RF | LiWP:RF | LiWP:LinearSVC),OOF_STACK_k6,0.4052029956641703,0.4052029956641703,,0.8301113961575737,0.8301113961575737,,0.8656589720637613,0.8656589720637613,,0.8741496598639455,0.2637249871729092,0.5091086532205595,0.5091086532205595,,0.0,0.16574883460998535
