combo,fids,source,target,fold,system,n_participants,fusion,threshold_mode,acc,prec,rec,f1,tn,fp,fn,tp,roc_auc,pr_auc,fpr,threshold
n3_x_SG,LiWP_n3+SkipGram,best_single,S7,fold4,cross_feature,2,WeightedSoft,val_f1,0.8764750666159117,0.9953442783631463,0.8657289002557544,0.9260230251909267,1086,38,1260,8124,0.9828987896411854,0.9949998793058554,0.033807829181494664,0.6
n3_x_SG,LiWP_n3+SkipGram,best_single,S7,fold4,cross_feature,2,Hard,fixed_05,0.9771602588503997,0.9858660998937301,0.9885976129582268,0.9872299670107482,991,133,107,9277,0.9731412766638452,0.993851240204226,0.11832740213523131,0.5
n3_x_SG,LiWP_n3+SkipGram,best_single,S7,fold4,cross_feature,2,Hard,val_f1,0.8965550057099353,0.9960540475905776,0.8876811594202898,0.9387502113033188,1091,33,1054,8330,0.9731412766638452,0.993851240204226,0.029359430604982206,0.5049999999999999
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold0,cross_feature,2,Soft,fixed_05,0.9429735234215886,0.8871139510117146,0.9928486293206198,0.937007874015748,1019,106,6,833,0.9897491722950601,0.9781366969954203,0.09422222222222222,0.5
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold0,cross_feature,2,Soft,val_f1,0.960285132382892,0.9481743227326266,0.9594755661501788,0.9537914691943128,1081,44,34,805,0.9897491722950601,0.9781366969954203,0.03911111111111111,0.6799999999999999
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold0,cross_feature,2,WeightedSoft,fixed_05,0.9429735234215886,0.8871139510117146,0.9928486293206198,0.937007874015748,1019,106,6,833,0.9897422857899616,0.9779117219421346,0.09422222222222222,0.5
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold0,cross_feature,2,WeightedSoft,val_f1,0.960285132382892,0.9481743227326266,0.9594755661501788,0.9537914691943128,1081,44,34,805,0.9897422857899616,0.9779117219421346,0.03911111111111111,0.6799999999999999
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold0,cross_feature,2,Hard,fixed_05,0.9083503054989817,0.8265609514370664,0.9940405244338498,0.9025974025974026,950,175,5,834,0.9615897232154682,0.9105935549503162,0.15555555555555556,0.5
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold0,cross_feature,2,Hard,val_f1,0.9511201629327902,0.9150837988826815,0.9761620977353993,0.9446366782006921,1049,76,20,819,0.9615897232154682,0.9105935549503162,0.06755555555555555,0.5049999999999999
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold1,cross_feature,2,Soft,fixed_05,0.9175152749490835,0.8429584599797366,0.9916567342073898,0.9112814895947426,970,155,7,832,0.9908939213349225,0.9866200808610364,0.13777777777777778,0.5
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold1,cross_feature,2,Soft,val_f1,0.9485743380855397,0.9037199124726477,0.9845053635280095,0.9423844837421563,1037,88,13,826,0.9908939213349225,0.9866200808610364,0.07822222222222222,0.595
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold1,cross_feature,2,WeightedSoft,fixed_05,0.9175152749490835,0.8429584599797366,0.9916567342073898,0.9112814895947426,970,155,7,832,0.9909087538074426,0.9866419096494938,0.13777777777777778,0.5
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold1,cross_feature,2,WeightedSoft,val_f1,0.9485743380855397,0.9037199124726477,0.9845053635280095,0.9423844837421563,1037,88,13,826,0.9909087538074426,0.9866419096494938,0.07822222222222222,0.595
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold1,cross_feature,2,Hard,fixed_05,0.8080448065173116,0.6915422885572139,0.9940405244338498,0.8156479217603912,753,372,5,834,0.9419324592769169,0.8698840122534096,0.33066666666666666,0.5
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold1,cross_feature,2,Hard,val_f1,0.9322810590631364,0.8747346072186837,0.9821215733015495,0.9253228523301515,1007,118,15,824,0.9419324592769169,0.8698840122534096,0.10488888888888889,0.5049999999999999
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold2,cross_feature,2,Soft,fixed_05,0.9068228105906314,0.8253968253968254,0.9916567342073898,0.9009204114780726,949,176,7,832,0.9913839226592505,0.9868592379267593,0.15644444444444444,0.5
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold2,cross_feature,2,Soft,val_f1,0.9276985743380856,0.8618899273104881,0.9892729439809297,0.9211986681465039,992,133,9,830,0.9913839226592505,0.9868592379267593,0.11822222222222223,0.5499999999999999
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold2,cross_feature,2,WeightedSoft,fixed_05,0.9068228105906314,0.8253968253968254,0.9916567342073898,0.9009204114780726,949,176,7,832,0.9913966362071249,0.9868794076660162,0.15644444444444444,0.5
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold2,cross_feature,2,WeightedSoft,val_f1,0.9276985743380856,0.8618899273104881,0.9892729439809297,0.9211986681465039,992,133,9,830,0.9913966362071249,0.9868794076660162,0.11822222222222223,0.5499999999999999
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold2,cross_feature,2,Hard,fixed_05,0.7408350305498982,0.6227678571428571,0.9976162097735399,0.7668346312414109,618,507,2,837,0.9360651569328565,0.85724780223406,0.45066666666666666,0.5
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold2,cross_feature,2,Hard,val_f1,0.7408350305498982,0.6227678571428571,0.9976162097735399,0.7668346312414109,618,507,2,837,0.9360651569328565,0.85724780223406,0.45066666666666666,0.05
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold3,cross_feature,2,Soft,fixed_05,0.9419551934826884,0.88604898828541,0.9916567342073898,0.9358830146231721,1018,107,7,832,0.9895584690769436,0.9809527480289181,0.0951111111111111,0.5
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold3,cross_feature,2,Soft,val_f1,0.9618126272912424,0.9515366430260047,0.9594755661501788,0.9554896142433235,1084,41,34,805,0.9895584690769436,0.9809527480289181,0.036444444444444446,0.6699999999999999
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold3,cross_feature,2,WeightedSoft,fixed_05,0.9419551934826884,0.88604898828541,0.9916567342073898,0.9358830146231721,1018,107,7,832,0.9895754204741094,0.9808189326034668,0.0951111111111111,0.5
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold3,cross_feature,2,WeightedSoft,val_f1,0.9613034623217923,0.9504132231404959,0.9594755661501788,0.9549228944246738,1083,42,34,805,0.9895754204741094,0.9808189326034668,0.037333333333333336,0.6699999999999999
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold3,cross_feature,2,Hard,fixed_05,0.9058044806517311,0.8224852071005917,0.9940405244338498,0.9001618996222343,945,180,5,834,0.9655129121970599,0.9195945370387055,0.16,0.5
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold3,cross_feature,2,Hard,val_f1,0.9557026476578412,0.9243792325056434,0.9761620977353993,0.9495652173913044,1058,67,20,819,0.9655129121970599,0.9195945370387055,0.059555555555555556,0.5049999999999999
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold4,cross_feature,2,Soft,fixed_05,0.9470198675496688,0.8972972972972973,0.9892729439809297,0.9410430839002267,1029,95,9,830,0.9906429871182012,0.979195880008234,0.08451957295373666,0.5
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold4,cross_feature,2,Soft,val_f1,0.9628120224146715,0.9537914691943128,0.9594755661501788,0.9566250742721331,1085,39,34,805,0.9906429871182012,0.979195880008234,0.03469750889679715,0.6599999999999999
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold4,cross_feature,2,WeightedSoft,fixed_05,0.9470198675496688,0.8972972972972973,0.9892729439809297,0.9410430839002267,1029,95,9,830,0.9906472287378212,0.9788367118009778,0.08451957295373666,0.5
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold4,cross_feature,2,WeightedSoft,val_f1,0.9653591441670912,0.9477351916376306,0.9725864123957092,0.96,1079,45,23,816,0.9906472287378212,0.9788367118009778,0.0400355871886121,0.635
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold4,cross_feature,2,Hard,fixed_05,0.9169638308711157,0.8400402414486922,0.9952324195470799,0.9110747408619749,965,159,4,835,0.9698940443418915,0.928808598053615,0.14145907473309607,0.5
n3_x_SG,LiWP_n3+SkipGram,best_single,S8,fold4,cross_feature,2,Hard,val_f1,0.9602649006622517,0.9328782707622298,0.9773539928486293,0.9545983701979045,1065,59,19,820,0.9698940443418915,0.928808598053615,0.05249110320284697,0.5049999999999999
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold0,cross_feature,2,Soft,fixed_05,0.372804163955758,0.6615384615384615,0.022062596203181118,0.04270109235352532,1103,22,1906,43,0.8861766147882105,0.8745276956213149,0.019555555555555555,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold0,cross_feature,2,Soft,val_f1,0.4515289525048796,0.8036951501154734,0.17855310415597742,0.29219143576826195,1040,85,1601,348,0.8861766147882105,0.8745276956213149,0.07555555555555556,0.3549999999999999
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold0,cross_feature,2,WeightedSoft,fixed_05,0.3731294729993494,0.671875,0.022062596203181118,0.04272230501738698,1104,21,1906,43,0.8875753947893507,0.8754729475113618,0.018666666666666668,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold0,cross_feature,2,WeightedSoft,val_f1,0.4512036434612882,0.8060747663551402,0.17701385325808106,0.2902818679007152,1042,83,1604,345,0.8875753947893507,0.8754729475113618,0.07377777777777778,0.3549999999999999
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold0,cross_feature,2,Hard,fixed_05,0.3848405985686402,0.6835443037974683,0.055413032324268856,0.10251542477456099,1075,50,1841,108,0.5054437033236416,0.6363899574113805,0.044444444444444446,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold0,cross_feature,2,Hard,val_f1,0.3848405985686402,0.6835443037974683,0.055413032324268856,0.10251542477456099,1075,50,1841,108,0.5054437033236416,0.6363899574113805,0.044444444444444446,0.05
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold1,cross_feature,2,Soft,fixed_05,0.3731294729993494,0.6617647058823529,0.023088763468445357,0.04462072384729797,1102,23,1904,45,0.9161283849267431,0.9168686787570337,0.020444444444444446,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold1,cross_feature,2,Soft,val_f1,0.5305790500975928,0.8731563421828908,0.30374551051821447,0.4507042253521127,1039,86,1357,592,0.9161283849267431,0.9168686787570337,0.07644444444444444,0.3449999999999999
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold1,cross_feature,2,WeightedSoft,fixed_05,0.3731294729993494,0.6617647058823529,0.023088763468445357,0.04462072384729797,1102,23,1904,45,0.9166437489310758,0.9173152116455289,0.020444444444444446,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold1,cross_feature,2,WeightedSoft,val_f1,0.5309043591411842,0.8744460856720827,0.30374551051821447,0.45087585681645087,1040,85,1357,592,0.9166437489310758,0.9173152116455289,0.07555555555555556,0.3449999999999999
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold1,cross_feature,2,Hard,fixed_05,0.5107351984385166,0.9009009009009009,0.2565418163160595,0.3993610223642173,1070,55,1449,500,0.6024662219941851,0.6986418168865635,0.04888888888888889,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold1,cross_feature,2,Hard,val_f1,0.5107351984385166,0.9009009009009009,0.2565418163160595,0.3993610223642173,1070,55,1449,500,0.6024662219941851,0.6986418168865635,0.04888888888888889,0.05
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold2,cross_feature,2,Soft,fixed_05,0.4850357839947951,0.9485294117647058,0.19856336582863007,0.32838353839626644,1104,21,1562,387,0.8837598768599282,0.90224737596232,0.018666666666666668,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold2,cross_feature,2,Soft,val_f1,0.5042290175666884,0.8657487091222031,0.25808106721395585,0.3976284584980237,1047,78,1446,503,0.8837598768599282,0.90224737596232,0.06933333333333333,0.35999999999999993
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold2,cross_feature,2,WeightedSoft,fixed_05,0.4827586206896552,0.9476309226932669,0.19497178040020524,0.32340425531914896,1104,21,1569,380,0.8846546947152385,0.9029705620346036,0.018666666666666668,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold2,cross_feature,2,WeightedSoft,val_f1,0.522121014964216,0.8636363636363636,0.29245767060030786,0.43694902261402835,1035,90,1379,570,0.8846546947152385,0.9029705620346036,0.08,0.33499999999999996
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold2,cross_feature,2,Hard,fixed_05,0.4977228366948601,0.8962818003913894,0.23499230374551053,0.3723577235772358,1072,53,1491,458,0.5929376888432815,0.6924280810361569,0.04711111111111111,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold2,cross_feature,2,Hard,val_f1,0.4977228366948601,0.8962818003913894,0.23499230374551053,0.3723577235772358,1072,53,1491,458,0.5929376888432815,0.6924280810361569,0.04711111111111111,0.05
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold3,cross_feature,2,Soft,fixed_05,0.3734547820429408,0.6716417910447762,0.023088763468445357,0.044642857142857144,1103,22,1904,45,0.8772448549113506,0.8815115936679047,0.019555555555555555,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold3,cross_feature,2,Soft,val_f1,0.40793754066363047,0.7549407114624506,0.09799897383273473,0.1734786557674841,1063,62,1758,191,0.8772448549113506,0.8815115936679047,0.05511111111111111,0.37499999999999994
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold3,cross_feature,2,WeightedSoft,fixed_05,0.3731294729993494,0.6666666666666666,0.022575679835813236,0.04367245657568238,1103,22,1905,44,0.8773543127529788,0.8815076769784725,0.019555555555555555,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold3,cross_feature,2,WeightedSoft,val_f1,0.4092387768379961,0.7736625514403292,0.09645972293483839,0.17153284671532848,1070,55,1761,188,0.8773543127529788,0.8815076769784725,0.04888888888888889,0.38499999999999995
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold3,cross_feature,2,Hard,fixed_05,0.39817826935588807,0.7619047619047619,0.07388404309902515,0.13470533208606175,1080,45,1805,144,0.5167326834273986,0.6418140142808516,0.04,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold3,cross_feature,2,Hard,val_f1,0.39817826935588807,0.7619047619047619,0.07388404309902515,0.13470533208606175,1080,45,1805,144,0.5167326834273986,0.6418140142808516,0.04,0.05
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold4,cross_feature,2,Soft,fixed_05,0.3742271396029938,0.703125,0.023088763468445357,0.044709388971684055,1105,19,1904,45,0.8942057154960387,0.8874264275906008,0.016903914590747332,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold4,cross_feature,2,Soft,val_f1,0.4136023429873088,0.7491525423728813,0.11339148281169831,0.19696969696969696,1050,74,1728,221,0.8942057154960387,0.8874264275906008,0.06583629893238434,0.33999999999999997
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold4,cross_feature,2,WeightedSoft,fixed_05,0.3742271396029938,0.703125,0.023088763468445357,0.044709388971684055,1105,19,1904,45,0.8970258495551144,0.8902275975643339,0.016903914590747332,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold4,cross_feature,2,WeightedSoft,val_f1,0.40709404490725676,0.7451737451737451,0.09902514109799897,0.17481884057971014,1058,66,1756,193,0.8970258495551144,0.8902275975643339,0.05871886120996441,0.3499999999999999
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold4,cross_feature,2,Hard,fixed_05,0.3709729905629678,0.5816326530612245,0.029245767060030785,0.05569125549584758,1083,41,1892,57,0.4965261864374284,0.6349903090041046,0.036476868327402136,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S1,fold4,cross_feature,2,Hard,val_f1,0.3709729905629678,0.5816326530612245,0.029245767060030785,0.05569125549584758,1083,41,1892,57,0.4965261864374284,0.6349903090041046,0.036476868327402136,0.05
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold0,cross_feature,2,Soft,fixed_05,0.27578947368421053,0.9719101123595506,0.14416666666666667,0.251088534107402,1100,25,5135,865,0.9508607407407407,0.9840092835325076,0.022222222222222223,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold0,cross_feature,2,Soft,val_f1,0.7503157894736842,0.9852839733272016,0.7141666666666666,0.8280993332689148,1061,64,1715,4285,0.9508607407407407,0.9840092835325076,0.05688888888888889,0.37999999999999995
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold0,cross_feature,2,WeightedSoft,fixed_05,0.27607017543859647,0.9719730941704036,0.1445,0.2515960533952409,1100,25,5133,867,0.952406074074074,0.9847430457851276,0.022222222222222223,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold0,cross_feature,2,WeightedSoft,val_f1,0.7497543859649123,0.9859414611661673,0.713,0.8275461843505174,1064,61,1722,4278,0.952406074074074,0.9847430457851276,0.05422222222222222,0.38499999999999995
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold0,cross_feature,2,Hard,fixed_05,0.2920701754385965,0.9569789674952199,0.16683333333333333,0.28413284132841327,1080,45,4999,1001,0.564916962962963,0.8644344241184996,0.04,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold0,cross_feature,2,Hard,val_f1,0.2920701754385965,0.9569789674952199,0.16683333333333333,0.28413284132841327,1080,45,4999,1001,0.564916962962963,0.8644344241184996,0.04,0.05
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold1,cross_feature,2,Soft,fixed_05,0.36701754385964913,0.9843953185955787,0.25233333333333335,0.4016980631467233,1101,24,4486,1514,0.9401697037037037,0.9809424622028493,0.021333333333333333,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold1,cross_feature,2,Soft,val_f1,0.5890526315789474,0.9755417956656347,0.5251666666666667,0.6827735644637053,1046,79,2849,3151,0.9401697037037037,0.9809424622028493,0.07022222222222223,0.36999999999999994
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold1,cross_feature,2,WeightedSoft,fixed_05,0.36743859649122806,0.9850552306692657,0.25266666666666665,0.4021753548215944,1102,23,4484,1516,0.9411772592592593,0.9812333309122432,0.020444444444444446,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold1,cross_feature,2,WeightedSoft,val_f1,0.5890526315789474,0.9764267990074442,0.5246666666666666,0.6825672159583694,1049,76,2852,3148,0.9411772592592593,0.9812333309122432,0.06755555555555555,0.36999999999999994
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold1,cross_feature,2,Hard,fixed_05,0.38049122807017544,0.9675707547169812,0.2735,0.42645530145530147,1070,55,4359,1641,0.6134202962962964,0.8778680969550606,0.04888888888888889,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold1,cross_feature,2,Hard,val_f1,0.38049122807017544,0.9675707547169812,0.2735,0.42645530145530147,1070,55,4359,1641,0.6134202962962964,0.8778680969550606,0.04888888888888889,0.05
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold2,cross_feature,2,Soft,fixed_05,0.2769122807017544,0.9753363228699552,0.145,0.2524666279744631,1103,22,5130,870,0.8838568888888889,0.9618308960858861,0.019555555555555555,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold2,cross_feature,2,Soft,val_f1,0.2992280701754386,0.9443954104148279,0.17833333333333334,0.30001401934669847,1062,63,4930,1070,0.8838568888888889,0.9618308960858861,0.056,0.4049999999999999
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold2,cross_feature,2,WeightedSoft,fixed_05,0.2770526315789474,0.9764309764309764,0.145,0.2525032651284284,1104,21,5130,870,0.8932254814814815,0.9646813802566906,0.018666666666666668,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold2,cross_feature,2,WeightedSoft,val_f1,0.31312280701754386,0.9459677419354838,0.1955,0.32403314917127074,1058,67,4827,1173,0.8932254814814815,0.9646813802566906,0.059555555555555556,0.38999999999999996
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold2,cross_feature,2,Hard,fixed_05,0.28378947368421054,0.941871921182266,0.15933333333333333,0.2725588025659301,1066,59,5044,956,0.5551268148148149,0.8616438099592845,0.052444444444444446,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold2,cross_feature,2,Hard,val_f1,0.28378947368421054,0.941871921182266,0.15933333333333333,0.2725588025659301,1066,59,5044,956,0.5551268148148149,0.8616438099592845,0.052444444444444446,0.05
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold3,cross_feature,2,Soft,fixed_05,0.2710175438596491,0.9707943925233645,0.1385,0.2424154025670945,1100,25,5169,831,0.8868146666666666,0.965018116523839,0.022222222222222223,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold3,cross_feature,2,Soft,val_f1,0.3143859649122807,0.94351630867144,0.19766666666666666,0.3268568278903128,1054,71,4814,1186,0.8868146666666666,0.965018116523839,0.06311111111111112,0.36999999999999994
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold3,cross_feature,2,WeightedSoft,fixed_05,0.2711578947368421,0.9730363423212193,0.13833333333333334,0.24222968043192764,1102,23,5170,830,0.8933348148148147,0.9669915784018512,0.020444444444444446,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold3,cross_feature,2,WeightedSoft,val_f1,0.31494736842105264,0.9429928741092637,0.1985,0.32796365138372574,1053,72,4809,1191,0.8933348148148147,0.9669915784018512,0.064,0.36499999999999994
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold3,cross_feature,2,Hard,fixed_05,0.27789473684210525,0.9448491155046826,0.15133333333333332,0.2608820571756931,1072,53,5092,908,0.5539744444444444,0.8619184389700179,0.04711111111111111,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold3,cross_feature,2,Hard,val_f1,0.27789473684210525,0.9448491155046826,0.15133333333333332,0.2608820571756931,1072,53,5092,908,0.5539744444444444,0.8619184389700179,0.04711111111111111,0.05
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold4,cross_feature,2,Soft,fixed_05,0.2741437394722066,0.9758897818599311,0.14166666666666666,0.24741667879493523,1103,21,5150,850,0.9091055753262158,0.9695266238637641,0.018683274021352312,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold4,cross_feature,2,Soft,val_f1,0.3700168444693992,0.9638036809815951,0.2618333333333333,0.41179554390563566,1065,59,4429,1571,0.9091055753262158,0.9695266238637641,0.05249110320284697,0.38499999999999995
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold4,cross_feature,2,WeightedSoft,fixed_05,0.2744244806288602,0.9770378874856487,0.14183333333333334,0.24770775724057634,1104,20,5149,851,0.9114040628706999,0.9700444737929805,0.017793594306049824,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold4,cross_feature,2,WeightedSoft,val_f1,0.3702975856260528,0.964987714987715,0.2618333333333333,0.41190351337178815,1067,57,4429,1571,0.9114040628706999,0.9700444737929805,0.050711743772241996,0.38499999999999995
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold4,cross_feature,2,Hard,fixed_05,0.2798989331836047,0.953125,0.1525,0.2629310344827586,1079,45,5085,915,0.5578781138790035,0.8629219907496026,0.0400355871886121,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S2,fold4,cross_feature,2,Hard,val_f1,0.2798989331836047,0.953125,0.1525,0.2629310344827586,1079,45,5085,915,0.5578781138790035,0.8629219907496026,0.0400355871886121,0.05
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S3,fold0,cross_feature,2,Soft,fixed_05,0.9001601708489055,0.9621087314662273,0.7807486631016043,0.8619926199261992,1102,23,164,584,0.9789768270944742,0.9700069494548834,0.020444444444444446,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S3,fold0,cross_feature,2,Soft,val_f1,0.9017618793379605,0.9051724137931034,0.8422459893048129,0.8725761772853186,1059,66,118,630,0.9789768270944742,0.9700069494548834,0.058666666666666666,0.36499999999999994
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S3,fold0,cross_feature,2,WeightedSoft,fixed_05,0.9006940736785904,0.9636963696369637,0.7807486631016043,0.8626292466765141,1103,22,164,584,0.9792857991681521,0.970386894419091,0.019555555555555555,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S3,fold0,cross_feature,2,WeightedSoft,val_f1,0.8985584623598505,0.8853591160220995,0.856951871657754,0.8709239130434783,1042,83,107,641,0.9792857991681521,0.970386894419091,0.07377777777777778,0.33999999999999997
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S3,fold0,cross_feature,2,Hard,fixed_05,0.8916177255739456,0.9251170046801872,0.7927807486631016,0.8538516918646508,1077,48,155,593,0.8859328579916815,0.853318962887756,0.042666666666666665,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S3,fold0,cross_feature,2,Hard,val_f1,0.8916177255739456,0.9251170046801872,0.7927807486631016,0.8538516918646508,1077,48,155,593,0.8859328579916815,0.853318962887756,0.042666666666666665,0.05
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S3,fold1,cross_feature,2,Soft,fixed_05,0.9006940736785904,0.9652317880794702,0.7794117647058824,0.8624260355029586,1104,21,165,583,0.9750243612596554,0.9620091889905641,0.018666666666666668,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S3,fold1,cross_feature,2,Soft,val_f1,0.8942872397223706,0.8637566137566137,0.8729946524064172,0.8683510638297872,1022,103,95,653,0.9750243612596554,0.9620091889905641,0.09155555555555556,0.31999999999999995
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S3,fold1,cross_feature,2,WeightedSoft,fixed_05,0.9006940736785904,0.9652317880794702,0.7794117647058824,0.8624260355029586,1104,21,165,583,0.9752869875222816,0.9624017321668624,0.018666666666666668,0.5
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S3,fold1,cross_feature,2,WeightedSoft,val_f1,0.8916177255739456,0.8667563930013459,0.8609625668449198,0.863849765258216,1026,99,104,644,0.9752869875222816,0.9624017321668624,0.088,0.32999999999999996
n3_x_SG,LiWP_n3+SkipGram,ENS_All_Soft,S3,fold1,cross_feature,2,Hard,fixed_05,0.8873465029364656,0.9175738724727839,0.7887700534759359,0.8483105679367362,1072,53,158,590,0.8831033868092691,0.8498355400395072,0.04711111111111111,0.5
